FOODID;FOODUNIT;MASS
7606;PORTL;400,00
7607;PORTS;70,00
7607;PORTL;250,00
7607;PORTM;125,00
7608;PORTS;70,00
7608;PORTL;250,00
7608;PORTM;125,00
7609;PORTL;250,00
7609;PORTS;70,00
7609;PORTM;125,00
7610;PORTM;100,00
7610;PORTL;200,00
7610;PORTS;50,00
7612;PORTL;250,00
7612;PORTS;70,00
7612;PORTM;125,00
7613;PORTS;150,00
7613;DL;100,00
7613;RKL;15,00
7613;PORTL;250,00
7613;PORTM;200,00
7614;DL;100,00
7614;RKL;15,00
7614;PORTS;150,00
7614;PORTL;250,00
7614;PORTM;200,00
7615;DL;100,00
7615;RKL;15,00
7615;PORTS;200,00
7615;PORTM;350,00
7615;PORTL;400,00
7616;DL;100,00
7616;RKL;15,00
7616;PORTS;200,00
7616;PORTM;350,00
7616;PORTL;400,00
7617;DL;100,00
7617;RKL;15,00
7617;PORTS;200,00
7617;PORTM;350,00
7617;PORTL;400,00
7618;DL;100,00
7618;RKL;15,00
7618;PORTS;100,00
7618;PORTL;250,00
7618;PORTM;150,00
7619;PORTS;300,00
7619;PORTM;350,00
7619;PORTL;400,00
7620;PORTS;200,00
7620;PORTM;300,00
7620;PORTL;400,00
7622;DL;55,00
7622;PORTM;230,00
7622;PORTS;120,00
7622;PORTL;300,00
7623;PORTL;300,00
7623;PORTS;100,00
7623;PORTM;200,00
7624;PORTL;300,00
7624;PORTS;100,00
7624;PORTM;200,00
7628;PORTS;200,00
7628;PORTM;300,00
7628;PORTL;400,00
7630;PORTL;300,00
7630;PORTS;100,00
7630;PORTM;200,00
7631;PORTS;20,00
7631;PORTM;80,00
7631;PORTL;170,00
7632;PORTS;250,00
7632;PORTM;300,00
7632;PORTL;350,00
7633;DL;100,00
7633;RKL;15,00
7633;PORTS;150,00
7633;PORTM;200,00
7633;PORTL;250,00
7634;DL;75,00
7634;PORTL;300,00
7634;PORTS;200,00
7634;PORTM;250,00
7635;DL;75,00
7635;PORTS;200,00
7635;PORTM;250,00
7635;PORTL;300,00
7641;PORTS;70,00
7641;PORTL;250,00
7641;PORTM;125,00
7643;PORTS;60,00
7643;PORTM;150,00
7643;PORTL;210,00
7647;PORTM;100,00
7647;PORTS;50,00
7647;PORTL;200,00
7850;PORTS;100,00
7850;PORTL;200,00
7850;PORTM;150,00
7851;PORTS;100,00
7851;PORTL;150,00
7851;PORTM;120,00
7852;PORTS;100,00
7852;PORTL;150,00
7852;PORTM;120,00
7853;PORTM;150,00
7853;PORTL;200,00
7853;PORTS;100,00
7854;PORTS;100,00
7854;PORTL;150,00
7854;PORTM;120,00
7855;DL;100,00
7855;RKL;15,00
7855;PORTS;150,00
7855;PORTM;200,00
7855;PORTL;250,00
7856;PORTS;150,00
7856;PORTM;200,00
7856;PORTL;250,00
7856;DL;100,00
7856;RKL;15,00
7857;DL;100,00
7857;RKL;15,00
7857;PORTS;150,00
7857;PORTM;200,00
7857;PORTL;250,00
7863;DL;100,00
7863;RKL;15,00
7863;PORTS;100,00
7863;PORTM;150,00
7863;PORTL;200,00
7865;PORTS;100,00
7865;PORTM;120,00
7865;PORTL;150,00
7866;PORTS;100,00
7866;PORTM;120,00
7866;PORTL;150,00
7867;PORTS;150,00
7867;PORTL;250,00
7867;PORTM;200,00
7867;DL;100,00
7869;KPL_M;15,00
7869;PORTS;100,00
7869;PORTL;200,00
7869;PORTM;150,00
7871;KPL_M;25,00
7871;PORTS;100,00
7871;PORTM;150,00
7871;PORTL;200,00
7876;PORTS;250,00
7876;PORTM;300,00
7876;PORTL;350,00
8000;DL;65,00
8000;PORTS;100,00
8000;PORTL;215,00
8000;PORTM;160,00
8001;PORTS;100,00
8001;PORTL;215,00
8001;PORTM;160,00
8002;PORTS;100,00
8002;PORTL;215,00
8002;PORTM;160,00
8003;PORTM;160,00
8003;PORTS;100,00
8003;PORTL;215,00
8004;PORTS;100,00
8004;PORTL;215,00
8004;PORTM;160,00
8005;PORTS;100,00
8005;PORTM;160,00
8005;PORTL;215,00
8006;PORTS;100,00
8006;PORTM;160,00
8006;PORTL;215,00
8007;KPL_M;35,00
8007;PORTS;100,00
8007;PORTL;215,00
8007;PORTM;160,00
8008;KPL_M;35,00
8008;PORTS;100,00
8008;PORTL;215,00
8008;PORTM;160,00
8009;PORTS;100,00
8009;PORTL;215,00
8009;PORTM;160,00
8010;PORTS;100,00
8010;PORTL;215,00
8010;PORTM;160,00
8011;PORTS;100,00
8011;PORTL;215,00
8011;PORTM;160,00
8012;PORTS;100,00
8012;PORTL;215,00
8012;PORTM;160,00
8013;PORTS;100,00
8013;PORTL;215,00
8013;PORTM;160,00
8014;PORTS;100,00
8014;PORTL;215,00
8014;PORTM;160,00
8017;KPL_S;10,00
8017;KPL_M;15,00
8017;KPL_L;20,00
8017;PORTS;90,00
8017;PORTM;120,00
8017;PORTL;150,00
8018;KPL_S;10,00
8018;KPL_M;15,00
8018;KPL_L;20,00
8018;PORTS;90,00
8018;PORTL;150,00
8018;PORTM;120,00
8019;PORTS;100,00
8019;PORTL;150,00
8019;PORTM;120,00
8020;DL;100,00
8020;RKL;15,00
8020;TL;5,00
8020;PORTS;200,00
8020;PORTM;350,00
8020;PORTL;400,00
8021;DL;100,00
8021;RKL;15,00
8021;TL;5,00
8021;PORTS;200,00
8021;PORTM;350,00
8021;PORTL;400,00
8022;DL;100,00
8022;RKL;15,00
8022;TL;5,00
8022;PORTS;200,00
8022;PORTM;350,00
8022;PORTL;400,00
8023;DL;100,00
8023;RKL;15,00
8023;TL;5,00
8023;PORTS;200,00
8023;PORTM;350,00
8023;PORTL;400,00
8024;DL;100,00
8024;RKL;15,00
8024;TL;5,00
8024;PORTS;200,00
8024;PORTM;350,00
8024;PORTL;400,00
8029;PORTM;200,00
8029;PORTL;250,00
8029;DL;100,00
8029;RKL;15,00
8029;PORTS;150,00
8030;PORTS;250,00
8030;PORTM;300,00
8030;PORTL;350,00
8031;PORTS;250,00
8031;PORTM;300,00
8031;PORTL;350,00
8032;PORTS;200,00
8032;PORTM;300,00
8032;PORTL;400,00
8033;PORTS;250,00
8033;PORTM;300,00
8033;PORTL;350,00
8034;PORTS;250,00
8034;PORTM;300,00
8034;PORTL;350,00
8035;PORTS;200,00
8035;PORTM;300,00
8035;PORTL;400,00
8038;PORTS;200,00
8038;PORTM;300,00
8038;PORTL;400,00
8039;DL;100,00
8039;RKL;15,00
8039;PORTS;200,00
8039;PORTM;300,00
8039;PORTL;400,00
8041;PORTL;215,00
8041;PORTS;100,00
8041;PORTM;160,00
8042;PORTL;215,00
8042;PORTS;100,00
8042;PORTM;160,00
8043;PORTL;215,00
8043;PORTS;100,00
8043;PORTM;160,00
8046;PORTL;300,00
8046;PORTS;100,00
8046;PORTM;200,00
8047;DL;75,00
8047;PORTS;200,00
8047;PORTL;300,00
8047;PORTM;250,00
8048;DL;75,00
8048;PORTS;200,00
8048;PORTM;250,00
8048;PORTL;300,00
8050;DL;75,00
8050;PORTS;200,00
8050;PORTM;250,00
8050;PORTL;300,00
8051;DL;75,00
8051;PORTS;200,00
8051;PORTM;250,00
8051;PORTL;300,00
8053;DL;75,00
8053;PORTS;200,00
8053;PORTM;250,00
8053;PORTL;300,00
8060;DL;100,00
8060;RKL;15,00
8060;TL;5,00
8060;PORTS;200,00
8060;PORTM;350,00
8060;PORTL;400,00
8062;DL;100,00
8062;RKL;15,00
8062;TL;5,00
8062;PORTS;200,00
8062;PORTM;350,00
8062;PORTL;400,00
8063;PORTS;100,00
8063;PORTL;215,00
8063;PORTM;160,00
8065;DL;75,00
8065;PORTS;200,00
8065;PORTL;300,00
8065;PORTM;250,00
8068;PORTM;160,00
8068;PORTL;215,00
8068;KPL_S;13,00
8068;KPL_M;20,00
8068;KPL_L;40,00
8068;PORTS;100,00
8069;PORTM;200,00
8069;DL;100,00
8069;RKL;15,00
8069;TL;5,00
8069;PORTS;150,00
8069;PORTL;250,00
8070;PORTS;150,00
8070;PORTM;200,00
8070;DL;100,00
8070;RKL;15,00
8070;TL;5,00
8070;PORTL;250,00
8071;DL;75,00
8071;PORTS;200,00
8071;PORTL;300,00
8071;PORTM;250,00
8072;KPL_S;80,00
8072;KPL_M;115,00
8072;KPL_L;150,00
8072;PORTS;80,00
8072;PORTM;120,00
8072;PORTL;160,00
8073;DL;120,00
8073;RKL;18,00
8073;PORTS;220,00
8073;PORTM;300,00
8073;PORTL;350,00
8074;PORTS;100,00
8074;PORTL;215,00
8074;PORTM;160,00
8075;KPL_M;75,00
8075;PORTS;40,00
8075;PORTM;80,00
8075;PORTL;130,00
8077;PORTL;150,00
8077;PORTS;100,00
8077;PORTM;120,00
8078;PORTM;160,00
8078;PORTS;100,00
8078;PORTL;215,00
8088;PORTM;160,00
8088;PORTS;100,00
8088;PORTL;215,00
8089;PORTS;100,00
8089;PORTL;215,00
8089;PORTM;140,00
8092;PORTS;250,00
8092;PORTM;300,00
8092;PORTL;350,00
8093;DL;75,00
8093;PORTS;200,00
8093;PORTM;250,00
8093;PORTL;300,00
8095;PORTS;100,00
8095;PORTL;215,00
8095;PORTM;160,00
8096;KPL_M;20,00
8096;PORTS;100,00
8096;PORTM;125,00
8096;PORTL;150,00
8097;PORTS;100,00
8097;PORTL;350,00
8097;PORTM;200,00
8098;PORTS;100,00
8098;PORTL;215,00
8098;PORTM;160,00
8100;KPL_M;35,00
8100;PORTS;100,00
8100;PORTL;215,00
8100;PORTM;120,00
8111;PORTL;150,00
8111;PORTS;75,00
8111;PORTM;100,00
8500;KPL_M;55,00
8500;PORTS;60,00
8500;PORTM;120,00
8500;PORTL;180,00
8501;PORTS;20,00
8501;PORTM;40,00
8501;PORTL;60,00
8502;PORTS;35,00
8502;PORTM;70,00
8502;PORTL;105,00
8503;DL;90,00
8503;PORTL;300,00
8503;PORTS;100,00
8503;PORTM;150,00
8504;PORTL;300,00
8504;PORTS;100,00
8504;PORTM;200,00
8505;PORTL;300,00
8505;PORTS;100,00
8505;PORTM;200,00
8506;DL;80,00
8506;PORTS;40,00
8506;PORTL;240,00
8506;PORTM;80,00
8509;RKL;15,00
8509;PORTS;15,00
8509;PORTM;30,00
8509;PORTL;60,00
8510;PORTS;60,00
8510;PORTM;150,00
8510;PORTL;300,00
8512;DL;100,00
8512;RKL;15,00
8512;PORTM;150,00
8512;PORTL;300,00
8512;PORTS;100,00
8513;KPL_M;55,00
8513;PORTS;30,00
8513;PORTM;60,00
8513;PORTL;180,00
8514;PORTL;300,00
8514;PORTM;200,00
8514;PORTS;100,00
8515;PORTL;300,00
8515;PORTS;100,00
8515;PORTM;200,00
11001;PORTS;40,00
11001;PORTM;60,00
11001;PORTL;100,00
11002;PORTS;40,00
11002;PORTM;60,00
11002;PORTL;100,00
11004;DL;90,00
11004;PORTS;15,00
11004;PORTM;30,00
11004;PORTL;50,00
11005;DL;30,00
11005;RKL;4,50
11005;PORTS;15,00
11005;PORTM;25,00
11005;PORTL;35,00
11006;KPL_S;20,00
11006;KPL_M;35,00
11006;KPL_L;50,00
11006;PORTS;20,00
11006;PORTM;35,00
11006;PORTL;50,00
11007;DL;55,00
11007;RKL;11,00
11007;PORTL;180,00
11007;PORTM;120,00
11007;PORTS;60,00
11012;DL;115,00
11012;RKL;17,00
11012;TL;5,50
11012;PORTS;17,00
11012;PORTM;40,00
11012;PORTL;65,00
11013;DL;115,00
11013;RKL;17,00
11013;TL;5,50
11013;PORTS;10,00
11013;PORTM;20,00
11013;PORTL;30,00
11014;DL;90,00
11014;RKL;13,50
11014;TL;4,50
11014;PORTS;10,00
11014;PORTM;25,00
11014;PORTL;40,00
11030;DL;55,00
11030;RKL;8,00
11030;PORTS;15,00
11030;PORTM;25,00
11030;PORTL;35,00
11041;PORTS;200,00
11041;PORTL;400,00
11041;PORTM;350,00
11045;KPL_S;155,00
11045;PORTS;160,00
11045;PORTM;215,00
11045;PORTL;430,00
11045;KPL_M;215,00
11045;KPL_L;270,00
11046;KPL_M;80,00
11046;KPL_L;120,00
11046;PORTM;100,00
11046;PORTL;160,00
11046;PORTS;65,00
11046;KPL_S;65,00
11047;KPL_S;195,00
11047;KPL_M;260,00
11047;KPL_L;325,00
11047;PORTS;100,00
11047;PORTM;200,00
11047;PORTL;300,00
11048;KPL_S;60,00
11048;KPL_M;80,00
11048;KPL_L;100,00
11048;PORTS;30,00
11048;PORTM;65,00
11048;PORTL;100,00
11049;KPL_S;100,00
11049;KPL_M;125,00
11049;KPL_L;150,00
11049;PORTL;250,00
11049;PORTM;125,00
11049;PORTS;100,00
11050;PORTL;180,00
11050;KPL_S;70,00
11050;KPL_M;90,00
11050;KPL_L;115,00
11050;PORTS;70,00
11050;PORTM;90,00
11051;KPL_M;125,00
11051;KPL_S;110,00
11051;DL;80,00
11051;PORTS;90,00
11051;PORTM;175,00
11051;PORTL;260,00
11052;KPL_M;7,00
11052;DL;60,00
11052;PORTM;125,00
11052;PORTS;100,00
11052;PORTL;300,00
11053;DL;60,00
11053;KPL_M;50,00
11053;KPL_S;30,00
11053;KPL_L;100,00
11053;PORTS;50,00
11053;PORTM;100,00
11053;PORTL;200,00
11054;PORTS;35,00
11054;PORTM;100,00
11054;PORTL;175,00
11054;KPL_M;35,00
11055;PORTS;55,00
11055;PORTM;150,00
11055;PORTL;250,00
11055;KPL_S;1100,00
11055;KPL_M;1925,00
11055;KPL_L;2750,00
11056;KPL_S;400,00
11056;KPL_L;800,00
11056;KPL_M;600,00
11056;PORTS;100,00
11056;PORTM;200,00
11056;PORTL;300,00
11057;KPL_S;100,00
11057;KPL_M;120,00
11057;PORTS;100,00
11057;PORTL;240,00
11057;PORTM;120,00
11059;DL;55,00
11059;RKL;10,00
11059;PORTM;115,00
11059;PORTL;150,00
11059;PORTS;80,00
11060;DL;65,00
11060;PORTS;90,00
11060;PORTM;180,00
11060;PORTL;260,00
11061;PORTL;260,00
11061;KPL_S;115,00
11061;KPL_M;175,00
11061;KPL_L;245,00
11061;PORTS;90,00
11061;PORTM;180,00
11061;DL;65,00
11062;KPL_S;115,00
11062;KPL_M;195,00
11062;KPL_L;280,00
11062;PORTS;100,00
11062;PORTM;200,00
11062;PORTL;300,00
11063;KPL_M;7,00
11063;PORTS;20,00
11063;PORTM;40,00
11063;PORTL;60,00
11064;KPL_M;6,00
11064;DL;60,00
11064;PORTS;30,00
11064;PORTL;90,00
11064;PORTM;60,00
11065;DL;100,00
11065;RKL;15,00
11065;TL;5,00
11065;PORTL;80,00
11065;PORTM;40,00
11065;PORTS;17,00
11067;DL;55,00
11067;RKL;10,00
11067;PORTM;115,00
11067;PORTL;150,00
11067;PORTS;80,00
11068;DL;100,00
11068;RKL;15,00
11068;TL;5,00
11068;PORTS;100,00
11068;PORTL;240,00
11068;PORTM;120,00
11069;DL;100,00
11069;RKL;15,00
11069;TL;5,00
11069;PORTL;160,00
11069;PORTS;80,00
11069;PORTM;120,00
11070;PORTL;400,00
11070;DL;100,00
11070;PORTS;200,00
11070;PORTM;350,00
11071;KPL_M;240,00
11071;KPL_L;320,00
11071;PORTS;100,00
11071;PORTM;200,00
11071;PORTL;300,00
11072;PORTS;15,00
11072;PORTM;30,00
11072;PORTL;60,00
11072;KPL_S;70,00
11072;KPL_M;100,00
11072;KPL_L;200,00
11074;KPL_M;0,40
11074;DL;40,00
11074;RKL;7,00
11074;PORTS;7,00
11074;PORTM;20,00
11074;PORTL;50,00
11086;DL;60,00
11086;RKL;9,00
11086;TL;3,00
11086;PORTS;20,00
11086;PORTM;50,00
11086;PORTL;100,00
11087;DL;100,00
11087;RKL;15,00
11087;TL;5,00
11087;PORTS;5,00
11087;PORTM;15,00
11087;PORTL;30,00
11089;DL;60,00
11089;RKL;10,00
11089;PORTS;40,00
11089;PORTM;100,00
11089;PORTL;200,00
11090;RKL;20,00
11090;PORTS;20,00
11090;PORTM;70,00
11090;PORTL;120,00
11092;DL;50,00
11092;PORTL;50,00
11092;PORTS;20,00
11092;PORTM;40,00
11094;KPL_S;35,00
11094;KPL_M;60,00
11094;KPL_L;90,00
11094;PORTS;40,00
11094;PORTM;80,00
11094;PORTL;130,00
11095;PORTM;80,00
11095;KPL_S;80,00
11095;KPL_M;90,00
11095;KPL_L;125,00
11095;PORTS;35,00
11095;PORTL;105,00
11110;PORTL;225,00
11110;PORTM;150,00
11110;PORTS;100,00
11120;PORTM;70,00
11120;PORTS;40,00
11120;KPL_S;40,00
11120;KPL_M;60,00
11120;KPL_L;105,00
11120;PORTL;105,00
11123;KPL_S;35,00
11123;KPL_M;50,00
11123;KPL_L;75,00
11123;PORTS;35,00
11123;PORTM;55,00
11123;PORTL;105,00
11124;KPL_S;35,00
11124;KPL_M;50,00
11124;KPL_L;75,00
11124;PORTS;35,00
11124;PORTM;55,00
11124;PORTL;105,00
11126;KPL_M;20,00
11126;PORTS;20,00
11126;PORTM;30,00
11126;PORTL;40,00
11130;PORTM;15,00
11130;KPL_M;20,00
11130;DL;100,00
11130;RKL;15,00
11130;PORTS;7,00
11130;PORTL;25,00
11131;PORTS;20,00
11131;PORTM;40,00
11131;PORTL;60,00
11132;KPL_M;20,00
11132;DL;100,00
11132;RKL;15,00
11132;PORTS;7,00
11132;PORTM;15,00
11132;PORTL;25,00
11133;KPL_S;4,00
11133;KPL_M;8,00
11133;KPL_L;12,00
11133;PORTS;4,00
11133;PORTM;8,00
11133;PORTL;15,00
11134;DL;13,00
11134;RKL;2,00
11134;PORTS;0,50
11134;PORTM;2,00
11134;PORTL;5,00
11135;PORTL;60,00
11135;PORTM;30,00
11135;PORTS;15,00
11135;DL;75,00
11136;DL;100,00
11136;RKL;15,00
11136;TL;5,00
11136;PORTS;25,00
11136;PORTM;50,00
11136;PORTL;100,00
11142;KPL_S;35,00
11142;KPL_M;70,00
11142;KPL_L;115,00
11142;PORTS;35,00
11142;PORTM;70,00
11142;PORTL;140,00
11144;DL;95,00
11144;RKL;14,00
11144;TL;4,50
11144;PORTS;10,00
11144;PORTM;25,00
11144;PORTL;40,00
11145;DL;100,00
11145;RKL;15,00
11145;TL;5,00
11145;PORTS;170,00
11145;PORTM;270,00
11145;PORTL;450,00
11146;PORTL;80,00
11146;PORTM;40,00
11146;PORTS;20,00
11148;KPL_S;30,00
11148;KPL_M;60,00
11148;KPL_L;85,00
11148;PORTS;30,00
11148;PORTM;65,00
11148;PORTL;125,00
11149;KPL_S;30,00
11149;KPL_M;60,00
11149;KPL_L;85,00
11149;PORTM;70,00
11149;PORTS;35,00
11149;PORTL;140,00
11150;PORTS;150,00
11150;PORTL;250,00
11150;PORTM;200,00
11152;DL;100,00
11152;RKL;15,00
11152;TL;5,00
11152;PORTS;40,00
11152;PORTL;200,00
11152;PORTM;100,00
11154;PORTL;250,00
11154;DL;100,00
11154;RKL;15,00
11154;TL;5,00
11154;PORTS;150,00
11154;PORTM;200,00
11155;DL;85,00
11155;RKL;9,50
11155;TL;4,00
11155;PORTS;7,00
11155;PORTM;15,00
11155;PORTL;25,00
11156;DL;100,00
11156;RKL;15,00
11156;TL;5,00
11156;PORTM;200,00
11156;PORTL;250,00
11156;PORTS;125,00
11157;KPL_S;4,00
11157;KPL_M;8,00
11157;KPL_L;12,00
11157;PORTS;4,00
11157;PORTM;8,00
11157;PORTL;15,00
11158;DL;60,00
11158;PORTS;50,00
11158;PORTM;80,00
11158;PORTL;110,00
11159;DL;100,00
11159;RKL;15,00
11159;TL;5,00
11159;PORTS;100,00
11159;PORTM;150,00
11159;PORTL;200,00
11164;DL;40,00
11164;RKL;5,50
11164;TL;1,50
11164;PORTS;30,00
11164;PORTM;50,00
11164;PORTL;100,00
11165;PORTL;400,00
11165;PORTM;200,00
11165;PORTS;150,00
11165;DL;100,00
11165;RKL;15,00
11165;TL;5,00
11172;KPL_S;30,00
11172;KPL_M;60,00
11172;KPL_L;85,00
11172;PORTS;30,00
11172;PORTM;60,00
11172;PORTL;85,00
11173;KPL_S;70,00
11173;KPL_M;100,00
11173;KPL_L;300,00
11173;PORTS;70,00
11173;PORTL;300,00
11173;PORTM;100,00
11177;RKL;6,50
11177;TL;2,00
11177;PORTS;1,00
11177;PORTM;2,00
11177;PORTL;3,00
11178;RKL;6,50
11178;TL;2,00
11178;PORTS;1,00
11178;PORTM;2,00
11178;PORTL;3,00
11182;PORTL;3,00
11182;RKL;5,50
11182;TL;2,00
11182;PORTS;1,00
11182;PORTM;2,00
11188;TL;4,00
11188;RKL;12,00
11188;DL;85,00
11188;PORTS;2,00
11188;PORTM;4,00
11188;PORTL;8,00
11191;RKL;1,50
11191;TL;0,50
11191;PORTS;1,00
11191;PORTM;2,00
11191;PORTL;3,00
11194;RKL;1,50
11194;TL;0,50
11194;PORTS;1,00
11194;PORTM;2,00
11194;PORTL;3,00
11196;RKL;15,00
11196;TL;5,00
11196;PORTS;1,00
11196;PORTM;2,00
11196;PORTL;3,00
11197;DL;100,00
11197;RKL;15,00
11197;TL;5,00
11197;PORTS;5,00
11197;PORTM;15,00
11197;PORTL;30,00
11198;PORTS;2,00
11198;PORTM;4,00
11198;PORTL;8,00
11198;DL;60,00
11198;RKL;9,00
11198;TL;2,00
11203;KPL_S;350,00
11203;KPL_M;750,00
11203;DL;70,00
11203;PORTS;55,00
11203;PORTM;150,00
11203;PORTL;250,00
11210;PORTL;5,00
11210;PORTM;2,00
11210;PORTS;1,00
11210;KPL_M;2,50
11211;DL;60,00
11211;PORTS;20,00
11211;PORTM;40,00
11211;PORTL;60,00
11212;PORTS;5,00
11212;PORTM;15,00
11212;PORTL;30,00
11212;DL;65,00
11212;RKL;10,00
11287;DL;95,00
11287;RKL;14,00
11287;TL;4,50
11287;PORTS;3,00
11287;PORTM;6,00
11287;PORTL;10,00
11469;KPL_M;125,00
11469;KPL_L;200,00
11469;DL;100,00
11469;RKL;15,00
11469;TL;5,00
11469;PORTS;63,00
11469;PORTM;125,00
11469;PORTL;200,00
11470;KPL_M;125,00
11470;KPL_L;200,00
11470;DL;100,00
11470;RKL;15,00
11470;TL;5,00
11470;PORTS;63,00
11470;PORTM;125,00
11470;PORTL;200,00
11471;KPL_M;125,00
11471;KPL_L;200,00
11471;DL;100,00
11471;RKL;15,00
11471;TL;5,00
11471;PORTS;63,00
11471;PORTM;125,00
11471;PORTL;200,00
11472;KPL_M;125,00
11472;KPL_L;200,00
11472;DL;100,00
11472;RKL;15,00
11472;TL;5,00
11472;PORTS;63,00
11472;PORTM;125,00
11472;PORTL;200,00
11473;KPL_M;125,00
11473;KPL_L;200,00
11473;DL;100,00
11473;RKL;15,00
11473;TL;5,00
11473;PORTS;63,00
11473;PORTM;125,00
11473;PORTL;200,00
11474;KPL_M;125,00
11474;KPL_L;200,00
11474;DL;100,00
11474;RKL;15,00
11474;TL;5,00
11474;PORTS;63,00
11474;PORTM;125,00
11474;PORTL;200,00
11475;KPL_S;125,00
11475;KPL_M;200,00
11475;DL;100,00
11475;RKL;15,00
11475;TL;5,00
11475;PORTS;63,00
11475;PORTM;125,00
11475;PORTL;200,00
11476;KPL_M;125,00
11476;KPL_L;200,00
11476;DL;100,00
11476;RKL;15,00
11476;TL;5,00
11476;PORTS;63,00
11476;PORTM;125,00
11476;PORTL;200,00
11503;DL;100,00
11503;RKL;15,00
11503;TL;5,00
11503;PORTS;150,00
11503;PORTM;200,00
11503;PORTL;300,00
11505;DL;45,00
11505;PORTS;10,00
11505;PORTM;25,00
11505;PORTL;50,00
11507;PORTL;30,00
11507;PORTM;15,00
11507;PORTS;5,00
11508;PORTS;100,00
11508;PORTL;150,00
11508;PORTM;120,00
11511;KPL_M;60,00
11511;PORTS;120,00
11511;PORTM;180,00
11511;PORTL;240,00
11512;PORTS;125,00
11512;PORTM;150,00
11512;PORTL;215,00
11513;KPL_M;600,00
11513;PORTS;150,00
11513;PORTM;190,00
11513;PORTL;250,00
11514;DL;100,00
11514;RKL;15,00
11514;TL;5,00
11514;PORTS;60,00
11514;PORTM;120,00
11514;PORTL;200,00
11515;PORTS;60,00
11515;PORTM;120,00
11515;PORTL;200,00
11515;DL;100,00
11515;RKL;15,00
11515;TL;5,00
11516;PORTS;60,00
11516;PORTM;120,00
11516;PORTL;200,00
11516;DL;100,00
11516;RKL;15,00
11516;TL;5,00
11517;DL;100,00
11517;RKL;15,00
11517;TL;5,00
11517;PORTS;60,00
11517;PORTM;120,00
11517;PORTL;200,00
11518;DL;100,00
11518;RKL;15,00
11518;TL;5,00
11518;PORTS;60,00
11518;PORTM;120,00
11518;PORTL;200,00
11519;PORTS;60,00
11519;PORTM;120,00
11519;PORTL;200,00
11519;DL;100,00
11519;RKL;15,00
11519;TL;5,00
11520;DL;100,00
11520;RKL;15,00
11520;TL;5,00
11520;PORTS;60,00
11520;PORTM;120,00
11520;PORTL;200,00
11521;DL;85,00
11521;RKL;12,00
11521;PORTS;50,00
11521;PORTL;100,00
11521;PORTM;70,00
11522;PORTL;100,00
11522;PORTM;70,00
11522;PORTS;50,00
11523;DL;90,00
11523;PORTS;20,00
11523;PORTM;80,00
11523;PORTL;170,00
11550;DL;100,00
11550;RKL;15,00
11550;PORTS;7,00
11550;PORTM;15,00
11550;PORTL;25,00
11551;PORTM;200,00
11551;PORTS;150,00
11551;PORTL;250,00
11553;DL;115,00
11553;RKL;17,00
11553;TL;5,50
11553;PORTS;17,00
11553;PORTM;40,00
11553;PORTL;65,00
11557;DL;100,00
11557;RKL;15,00
11557;TL;5,00
11557;PORTS;5,00
11557;PORTM;10,00
11557;PORTL;20,00
11558;DL;100,00
11558;RKL;15,00
11558;TL;5,00
11558;PORTS;150,00
11558;PORTM;200,00
11558;PORTL;300,00
11562;PORTS;80,00
11562;PORTM;140,00
11562;PORTL;230,00
11563;PORTS;180,00
11563;PORTM;230,00
11563;PORTL;300,00
11564;PORTM;200,00
11564;PORTS;150,00
11564;PORTL;250,00
11565;PORTS;150,00
11565;PORTL;250,00
11565;PORTM;200,00
11568;DL;95,00
11568;RKL;14,00
11568;TL;4,50
11568;PORTS;3,00
11568;PORTM;6,00
11568;PORTL;10,00
11571;DL;100,00
11571;RKL;15,00
11571;PORTS;7,00
11571;PORTM;15,00
11571;PORTL;25,00
11572;DL;100,00
11572;RKL;15,00
11572;TL;5,00
11572;PORTS;150,00
11572;PORTM;200,00
11572;PORTL;400,00
11580;KPL_S;20,00
11580;KPL_M;30,00
11580;PORTS;20,00
11580;PORTM;50,00
11580;PORTL;100,00
11581;PORTL;250,00
11581;DL;100,00
11581;RKL;15,00
11581;TL;5,00
11581;PORTS;150,00
11581;PORTM;200,00
11587;PORTS;150,00
11587;PORTM;200,00
11587;PORTL;300,00
11587;DL;100,00
11587;RKL;15,00
11587;TL;5,00
11589;DL;45,00
11589;RKL;10,00
11589;PORTS;40,00
11589;PORTM;60,00
11589;PORTL;100,00
11680;KPL_M;60,00
11680;PORTS;120,00
11680;PORTM;180,00
11680;PORTL;240,00
11685;DL;90,00
11685;RKL;13,50
11685;TL;4,50
11685;PORTS;3,00
11685;PORTM;6,00
11685;PORTL;10,00
11687;PORTL;400,00
11687;PORTM;200,00
11687;PORTS;150,00
11687;DL;100,00
11687;RKL;15,00
11689;KPL_S;15,00
11689;KPL_M;35,00
11689;KPL_L;50,00
11689;DL;55,00
11689;PORTS;40,00
11689;PORTM;60,00
11689;PORTL;100,00
11690;DL;95,00
11690;RKL;14,00
11690;TL;4,50
11690;PORTS;10,00
11690;PORTM;25,00
11690;PORTL;40,00
11691;DL;90,00
11691;PORTS;15,00
11691;PORTM;30,00
11691;PORTL;50,00
11695;DL;90,00
11695;RKL;13,50
11695;TL;4,50
11695;PORTS;10,00
11695;PORTM;25,00
11695;PORTL;40,00
11700;DL;35,00
11700;PORTL;30,00
11700;PORTM;15,00
11700;PORTS;5,00
11701;DL;90,00
11701;RKL;13,50
11701;TL;4,50
