FOODID;CONFDID;AMOUNT;FOODUNIT;MASS;EVREMAIN;RECYEAR
34387;110;275,00;G;275,00;100;2016
34387;642;200,00;G;200,00;100;2016
34387;922;200,00;G;200,00;88;2016
34387;354;25,00;G;25,00;88;2016
34387;834;100,00;G;100,00;88;2016
34387;835;100,00;G;100,00;88;2016
34387;26;25,00;G;25,00;100;2016
34387;30;5,00;G;5,00;100;2016
34387;541;20,00;G;20,00;100;2016
34387;398;250,00;G;250,00;85;2016
34387;11059;200,00;G;200,00;85;2016
34388;110;275,00;G;275,00;100;2016
34388;398;250,00;G;250,00;85;2016
34388;30306;200,00;G;200,00;86;2016
34388;642;200,00;G;200,00;100;2016
34388;922;200,00;G;200,00;88;2016
34388;26;25,00;G;25,00;100;2016
34388;30;5,00;G;5,00;100;2016
34388;653;100,00;G;100,00;100;2016
34388;471;100,00;G;100,00;88;2016
34388;541;20,00;G;20,00;100;2016
34388;835;80,00;G;80,00;100;2016
34388;354;25,00;G;25,00;88;2016
34389;110;275,00;G;275,00;100;2016
34389;398;250,00;G;250,00;85;2016
34389;642;200,00;G;200,00;100;2016
34389;779;100,00;G;100,00;88;2016
34389;922;200,00;G;200,00;88;2016
34389;835;100,00;G;100,00;100;2016
34389;11064;100,00;G;100,00;78;2016
34389;11059;100,00;G;100,00;85;2016
34389;354;25,00;G;25,00;88;2016
34389;541;20,00;G;20,00;100;2016
34389;26;25,00;G;25,00;100;2016
34389;30;5,00;G;5,00;100;2016
34390;1309;45,00;G;45,00;100;2016
34390;7549;34,00;G;34,00;100;2016
34390;578;7,00;G;7,00;100;2016
34390;346;5,00;G;5,00;100;2016
34390;352;5,00;G;5,00;100;2016
34390;330;4,00;G;4,00;100;2016
34390;355;4,00;G;4,00;100;2016
34390;335;3,00;G;3,00;100;2016
34391;1309;45,00;G;45,00;100;2016
34391;3280;34,00;G;34,00;100;2016
34391;578;7,00;G;7,00;100;2016
34391;346;5,00;G;5,00;100;2016
34391;352;5,00;G;5,00;100;2016
34391;330;4,00;G;4,00;100;2016
34391;355;4,00;G;4,00;100;2016
34391;335;3,00;G;3,00;100;2016
34392;1309;45,00;G;45,00;100;2016
34392;779;11,00;G;11,00;100;2016
34392;30306;23,00;G;23,00;100;2016
34392;578;7,00;G;7,00;100;2016
34392;352;5,00;G;5,00;100;2016
34392;346;5,00;G;5,00;100;2016
34392;330;4,00;G;4,00;100;2016
34392;355;4,00;G;4,00;100;2016
34392;335;3,00;G;3,00;100;2016
34393;1309;45,00;G;45,00;100;2016
34393;7152;34,00;G;34,00;100;2016
34393;578;7,00;G;7,00;100;2016
34393;346;5,00;G;5,00;100;2016
34393;352;5,00;G;5,00;100;2016
34393;330;4,00;G;4,00;100;2016
34393;355;4,00;G;4,00;100;2016
34393;335;3,00;G;3,00;100;2016
34394;11126;37,00;G;37,00;100;2016
34394;352;20,00;G;20,00;100;2016
34394;355;12,00;G;12,00;100;2016
34394;643;10,00;G;10,00;100;2016
34394;330;9,00;G;9,00;100;2016
34394;335;8,00;G;8,00;100;2016
34394;597;4,00;G;4,00;100;2016
34404;30;1,00;G;1,00;100;2016
34404;11211;150,00;G;150,00;100;2016
34404;32201;45,00;G;45,00;100;2016
34405;331;10,00;G;10,00;100;2016
34405;352;20,00;G;20,00;100;2016
34405;698;30,00;G;30,00;100;2016
34405;34404;30,00;G;30,00;100;2016
34405;30600;100,00;G;100,00;100;2016
34405;29283;80,00;G;80,00;100;2016
34405;34234;10,00;G;10,00;100;2016
34407;11562;500,00;G;500,00;70;2016
34407;922;150,00;G;150,00;70;2016
34407;858;90,00;G;90,00;70;2016
34407;335;50,00;G;50,00;70;2016
34407;126;50,00;G;50,00;100;2016
34407;30;5,00;G;5,00;100;2016
34408;335;50,00;G;50,00;85;2016
34408;922;200,00;G;200,00;80;2016
34408;858;90,00;G;90,00;85;2016
34408;126;50,00;G;50,00;100;2016
34408;5900;50,00;G;50,00;100;2016
34408;30;5,00;G;5,00;100;2016
34408;32704;500,00;G;500,00;78;2016
34409;922;150,00;G;150,00;70;2016
34409;858;90,00;G;90,00;70;2016
34409;335;50,00;G;50,00;70;2016
34409;126;50,00;G;50,00;100;2016
34409;30;5,00;G;5,00;100;2016
34409;32704;500,00;G;500,00;82;2016
34410;922;150,00;G;150,00;70;2016
34410;858;90,00;G;90,00;70;2016
34410;335;50,00;G;50,00;70;2016
34410;126;50,00;G;50,00;100;2016
34410;30;5,00;G;5,00;100;2016
34410;711;500,00;G;500,00;83;2016
34411;335;50,00;G;50,00;85;2016
34411;922;200,00;G;200,00;80;2016
34411;858;90,00;G;90,00;85;2016
34411;126;50,00;G;50,00;100;2016
34411;30;5,00;G;5,00;100;2016
34411;32704;500,00;G;500,00;78;2016
34412;11562;500,00;G;500,00;70;2016
34412;335;50,00;G;50,00;85;2016
34412;922;200,00;G;200,00;80;2016
34412;858;90,00;G;90,00;85;2016
34412;126;50,00;G;50,00;100;2016
34412;30;5,00;G;5,00;100;2016
34413;711;500,00;G;500,00;70;2016
34413;335;50,00;G;50,00;85;2016
34413;922;200,00;G;200,00;80;2016
34413;858;90,00;G;90,00;85;2016
34413;126;50,00;G;50,00;100;2016
34413;30;5,00;G;5,00;100;2016
34414;331;10,00;G;10,00;100;2016
34414;352;20,00;G;20,00;100;2016
34414;698;30,00;G;30,00;100;2016
34414;34404;30,00;G;30,00;100;2016
34414;30600;100,00;G;100,00;100;2016
34414;34234;10,00;G;10,00;100;2016
34414;33893;80,00;G;80,00;100;2016
34416;352;360,00;G;360,00;85;2016
34416;335;75,00;G;75,00;85;2016
34416;541;30,00;G;30,00;100;2016
34416;30;5,00;G;5,00;100;2016
34416;393;7,00;G;7,00;85;2016
34416;34228;100,00;G;100,00;85;2016
34416;650;200,00;G;200,00;86;2016
34416;33023;18,00;G;18,00;86;2016
34416;31557;8,00;G;8,00;84;2016
34416;32201;200,00;G;200,00;83;2016
34416;33456;100,00;G;100,00;85;2016
34419;352;270,00;G;270,00;85;2016
34419;335;120,00;G;120,00;85;2016
34419;541;20,00;G;20,00;100;2016
34419;30;5,00;G;5,00;100;2016
34419;393;7,00;G;7,00;85;2016
34419;650;250,00;G;250,00;86;2016
34419;33023;18,00;G;18,00;86;2016
34419;31557;16,00;G;16,00;84;2016
34419;32201;100,00;G;100,00;83;2016
34419;11086;60,00;G;60,00;87;2016
34419;684;200,00;G;200,00;86;2016
34422;393;7,00;G;7,00;90;2016
34422;30;8,00;G;8,00;100;2016
34422;11565;400,00;G;400,00;80;2016
34422;335;75,00;G;75,00;84;2016
34422;29065;200,00;G;200,00;82;2016
34422;398;200,00;G;200,00;85;2016
34422;500;50,00;G;50,00;100;2016
34422;4;7,00;G;7,00;100;2016
34422;33023;15,00;G;15,00;84;2016
34422;32201;200,00;G;200,00;82;2016
34422;541;10,00;G;10,00;100;2016
34423;335;120,00;G;120,00;100;2016
34423;393;7,00;G;7,00;100;2016
34423;541;15,00;G;15,00;100;2016
34423;398;370,00;G;370,00;87;2016
34423;30;2,50;G;2,50;100;2016
34423;11177;1,00;G;1,00;100;2016
34423;33419;250,00;G;250,00;100;2016
34423;826;250,00;G;250,00;88;2016
34423;29014;200,00;G;200,00;87;2016
34423;386;110,00;G;110,00;84;2016
34423;31557;16,00;G;16,00;84;2016
34423;11557;30,00;G;30,00;84;2016
34423;33023;15,00;G;15,00;86;2016
34423;34238;15,00;G;15,00;85;2016
34426;922;200,00;G;200,00;70;2016
34426;541;13,50;G;13,50;100;2016
34426;393;7,00;G;7,00;85;2016
34426;300;180,00;G;180,00;86;2016
34426;322;300,00;G;300,00;87;2016
34426;355;180,00;G;180,00;84;2016
34426;11089;270,00;G;270,00;88;2016
34426;29014;400,00;G;400,00;87;2016
34426;33021;15,00;G;15,00;83;2016
34426;33023;10,00;G;10,00;86;2016
34426;1;8,00;G;8,00;100;2016
34426;11557;30,00;G;30,00;84;2016
34426;34238;5,00;G;5,00;85;2016
34428;335;60,00;G;60,00;90;2016
34428;30;1,00;G;1,00;100;2016
34428;355;180,00;G;180,00;84;2016
34428;29014;400,00;G;400,00;87;2016
34428;11565;400,00;G;400,00;86;2016
34428;541;30,00;G;30,00;100;2016
34428;393;7,00;G;7,00;84;2016
34428;33021;30,00;G;30,00;83;2016
34429;11562;400,00;G;400,00;82;2016
34429;31544;275,00;G;275,00;100;2016
34429;398;250,00;G;250,00;85;2016
34429;642;200,00;G;200,00;100;2016
34429;922;200,00;G;200,00;88;2016
34429;34234;55,00;G;55,00;84;2016
34429;354;25,00;G;25,00;88;2016
34429;26;25,00;G;25,00;100;2016
34429;541;20,00;G;20,00;100;2016
34429;30;5,00;G;5,00;100;2016
34429;34159;5,00;G;5,00;86;2016
34430;31544;275,00;G;275,00;100;2016
34430;398;250,00;G;250,00;85;2016
34430;11565;250,00;G;250,00;85;2016
34430;642;200,00;G;200,00;100;2016
34430;922;200,00;G;200,00;88;2016
34430;11057;200,00;G;200,00;100;2016
34430;26;25,00;G;25,00;100;2016
34430;541;20,00;G;20,00;100;2016
34430;354;25,00;G;25,00;88;2016
34430;34159;5,00;G;5,00;86;2016
34430;30;5,00;G;5,00;100;2016
34431;922;800,00;G;800,00;88;2016
34431;205;360,00;G;360,00;88;2016
34431;335;75,00;G;75,00;88;2016
34431;5900;15,00;G;15,00;100;2016
34431;110;9,00;G;9,00;100;2016
34431;30;7,50;G;7,50;100;2016
34431;33419;400,00;G;400,00;88;2016
34431;29065;200,00;G;200,00;83;2016
34432;922;800,00;G;800,00;88;2016
34432;205;360,00;G;360,00;88;2016
34432;335;75,00;G;75,00;88;2016
34432;5900;15,00;G;15,00;100;2016
34432;110;9,00;G;9,00;100;2016
34432;30;7,50;G;7,50;100;2016
34432;33419;400,00;G;400,00;88;2016
34432;29066;200,00;G;200,00;83;2016
34433;922;800,00;G;800,00;88;2016
34433;205;360,00;G;360,00;88;2016
34433;871;400,00;G;400,00;88;2016
34433;335;75,00;G;75,00;88;2016
34433;5900;15,00;G;15,00;100;2016
34433;110;9,00;G;9,00;100;2016
34433;30;7,50;G;7,50;100;2016
34433;29066;200,00;G;200,00;83;2016
34434;922;800,00;G;800,00;88;2016
34434;205;360,00;G;360,00;88;2016
34434;871;400,00;G;400,00;88;2016
34434;335;75,00;G;75,00;88;2016
34434;5900;15,00;G;15,00;100;2016
34434;110;9,00;G;9,00;100;2016
34434;30;7,50;G;7,50;100;2016
34434;29065;200,00;G;200,00;83;2016
34435;31608;230,00;G;230,00;90;2016
34435;858;180,00;G;180,00;85;2016
34435;1;490,00;G;490,00;100;2016
34435;74;16,00;G;16,00;100;2016
34435;20;18,00;G;18,00;100;2016
34435;11188;18,00;G;18,00;100;2016
34435;684;150,00;G;150,00;86;2016
34435;900;35,00;G;35,00;100;2016
34435;31544;360,00;G;360,00;100;2016
34436;922;400,00;G;400,00;90;2016
34436;335;55,00;G;55,00;90;2016
34436;5900;13,50;G;13,50;90;2016
34436;110;27,00;G;27,00;100;2016
34436;30;2,50;G;2,50;100;2016
34436;33502;350,00;G;350,00;100;2016
34437;922;450,00;G;450,00;90;2016
34437;348;100,00;G;100,00;90;2016
34437;335;55,00;G;55,00;90;2016
34437;632;100,00;G;100,00;90;2016
34437;5900;27,00;G;27,00;90;2016
34437;354;30,00;G;30,00;90;2016
34437;110;27,00;G;27,00;100;2016
34437;30;7,50;G;7,50;100;2016
34437;33502;500,00;G;500,00;100;2016
34438;922;1000,00;G;1000,00;88;2016
34438;205;360,00;G;360,00;88;2016
34438;356;150,00;G;150,00;88;2016
34438;335;50,00;G;50,00;88;2016
34438;30;5,00;G;5,00;100;2016
34438;33502;300,00;G;300,00;100;2016
34439;735;500,00;G;500,00;70;2016
34439;922;100,00;G;100,00;70;2016
34439;632;100,00;G;100,00;70;2016
34439;858;60,00;G;60,00;70;2016
34439;335;75,00;G;75,00;70;2016
34439;126;50,00;G;50,00;100;2016
34439;30;5,00;G;5,00;100;2016
34440;922;800,00;G;800,00;90;2016
34440;205;360,00;G;360,00;90;2016
34440;826;200,00;G;200,00;90;2016
34440;699;200,00;G;200,00;90;2016
34440;335;75,00;G;75,00;90;2016
34440;5900;15,00;G;15,00;100;2016
34440;110;9,00;G;9,00;100;2016
34440;30;7,50;G;7,50;100;2016
34440;33419;200,00;G;200,00;88;2016
34441;29207;600,00;G;600,00;80;2016
34441;335;60,00;G;60,00;84;2016
34441;630;240,00;G;240,00;82;2016
34441;354;60,00;G;60,00;85;2016
34441;643;120,00;G;120,00;86;2016
34441;4;7,00;G;7,00;100;2016
34441;30;6,00;G;6,00;100;2016
34445;30223;500,00;G;500,00;80;2016
34445;33023;5,00;G;5,00;86;2016
34445;541;20,00;G;20,00;100;2016
34445;11557;30,00;G;30,00;84;2016
34445;29014;200,00;G;200,00;87;2016
34445;300;65,00;G;65,00;86;2016
34445;31557;8,00;G;8,00;84;2016
34445;33021;10,00;G;10,00;83;2016
34445;29026;500,00;G;500,00;100;2016
34445;34238;3,00;G;3,00;85;2016
34445;30;1,00;G;1,00;100;2016
34446;11565;300,00;G;300,00;86;2016
34446;500;50,00;G;50,00;85;2016
34446;335;60,00;G;60,00;84;2016
34446;29066;200,00;G;200,00;83;2016
34446;29009;5,00;G;5,00;83;2016
34446;393;10,00;G;10,00;84;2016
34446;33023;7,00;G;7,00;86;2016
34446;11557;30,00;G;30,00;84;2016
34446;4;40,00;G;40,00;100;2016
34446;32201;200,00;G;200,00;83;2016
34446;30;2,00;G;2,00;100;2016
34448;718;600,00;G;600,00;70;2016
34448;922;750,00;G;750,00;83;2016
34448;386;180,00;G;180,00;84;2016
34448;335;60,00;G;60,00;85;2016
34448;354;30,00;G;30,00;85;2016
34448;541;15,00;G;15,00;100;2016
34448;30;6,00;G;6,00;100;2016
34448;393;3,50;G;3,50;84;2016
34448;11182;5,50;G;5,50;100;2016
34450;684;700,00;G;700,00;85;2016
34450;362;650,00;G;650,00;85;2016
34450;352;400,00;G;400,00;85;2016
34450;205;300,00;G;300,00;85;2016
34450;389;285,00;G;285,00;85;2016
34450;355;100,00;G;100,00;85;2016
34450;5900;60,00;G;60,00;100;2016
34450;110;70,00;G;70,00;100;2016
34450;335;75,00;G;75,00;85;2016
34450;858;60,00;G;60,00;85;2016
34450;126;20,00;G;20,00;100;2016
34450;30;7,50;G;7,50;100;2016
34450;393;3,00;G;3,00;85;2016
34450;33449;75,00;G;75,00;86;2016
34450;33026;225,00;G;225,00;100;2016
34451;2033;970,00;G;970,00;88;2016
34451;398;400,00;G;400,00;88;2016
34451;684;300,00;G;300,00;88;2016
34451;33449;300,00;G;300,00;86;2016
34451;33026;280,00;G;280,00;100;2016
34451;335;55,00;G;55,00;88;2016
34451;858;55,00;G;55,00;88;2016
34451;5900;16,00;G;16,00;100;2016
34451;393;8,00;G;8,00;88;2016
34451;30;5,00;G;5,00;100;2016
34452;684;500,00;G;500,00;85;2016
34452;362;250,00;G;250,00;85;2016
34452;352;360,00;G;360,00;85;2016
34452;205;300,00;G;300,00;85;2016
34452;389;150,00;G;150,00;85;2016
34452;5900;50,00;G;50,00;100;2016
34452;110;27,50;G;27,50;100;2016
34452;30;7,50;G;7,50;100;2016
34452;393;7,00;G;7,00;85;2016
34452;33449;80,00;G;80,00;86;2016
34452;345;200,00;G;200,00;78;2016
34452;541;30,00;G;30,00;100;2016
34453;335;60,00;G;60,00;85;2016
34453;541;45,00;G;45,00;100;2016
34453;1575;60,00;G;60,00;100;2016
34453;922;200,00;G;200,00;80;2016
34453;379;100,00;G;100,00;87;2016
34453;11511;150,00;G;150,00;100;2016
34453;30;4,00;G;4,00;100;2016
34453;126;50,00;G;50,00;100;2016
34454;622;250,00;G;250,00;100;2016
34454;29066;200,00;G;200,00;100;2016
34454;442;120,00;G;120,00;100;2016
34454;154;70,00;G;70,00;100;2016
34454;1;42,50;G;42,50;100;2016
34455;922;1200,00;G;1200,00;85;2016
34455;312;600,00;G;600,00;86;2016
34455;632;200,00;G;200,00;83;2016
34455;205;200,00;G;200,00;88;2016
34455;11557;50,00;G;50,00;84;2016
34455;335;30,00;G;30,00;84;2016
34455;29008;20,00;G;20,00;83;2016
34455;541;10,00;G;10,00;100;2016
34455;30;5,00;G;5,00;100;2016
34456;398;500,00;G;500,00;85;2016
34456;33925;300,00;G;300,00;80;2016
34456;922;200,00;G;200,00;83;2016
34456;335;100,00;G;100,00;84;2016
34456;300;100,00;G;100,00;86;2016
34456;311;75,00;G;75,00;86;2016
34456;541;15,00;G;15,00;100;2016
34456;393;8,00;G;8,00;10;2016
34456;30;6,00;G;6,00;100;2016
34457;75;1000,00;G;1000,00;88;2016
34457;205;306,00;G;306,00;88;2016
34457;335;50,00;G;50,00;88;2016
34457;300;100,00;G;100,00;88;2016
34457;871;300,00;G;300,00;88;2016
34458;305;600,00;G;600,00;84;2016
34458;30;6,00;G;6,00;100;2016
34458;541;50,00;G;50,00;100;2016
34459;30;6,00;G;6,00;100;2016
34459;541;50,00;G;50,00;100;2016
34459;303;600,00;G;600,00;84;2016
34460;300;600,00;G;600,00;84;2016
34460;541;50,00;G;50,00;100;2016
34460;30;6,00;G;6,00;100;2016
34461;30;6,00;G;6,00;100;2016
34461;303;400,00;G;400,00;84;2016
34461;309;300,00;G;300,00;84;2016
34461;335;150,00;G;150,00;84;2016
34461;300;270,00;G;270,00;84;2016
34461;541;30,00;G;30,00;100;2016
34461;4;20,00;G;20,00;100;2016
34464;300;200,00;G;200,00;75;2016
34464;858;240,00;G;240,00;75;2016
34464;30;3,00;G;3,00;100;2016
34464;389;400,00;G;400,00;89;2016
34464;34234;50,00;G;50,00;81;2016
34464;690;200,00;G;200,00;80;2016
34464;110;30,00;G;30,00;100;2016
34464;170;60,00;G;60,00;100;2016
34464;5900;35,00;G;35,00;100;2016
34465;393;4,00;G;4,00;100;2016
34465;30;3,00;G;3,00;100;2016
34465;30382;250,00;G;250,00;100;2016
34465;691;20,00;G;20,00;100;2016
34465;30968;30,00;G;30,00;100;2016
34465;11557;5,00;G;5,00;100;2016
34465;536;60,00;G;60,00;100;2016
34466;386;600,00;G;600,00;85;2016
34466;541;50,00;G;50,00;100;2016
34466;30;6,00;G;6,00;100;2016
34467;34466;850,00;G;850,00;100;2016
34467;335;100,00;G;100,00;84;2016
34467;393;7,00;G;7,00;84;2016
34467;30;6,00;G;6,00;100;2016
34467;398;500,00;G;500,00;85;2016
34467;29065;100,00;G;100,00;83;2016
34467;922;100,00;G;100,00;83;2016
34468;5900;16,00;G;16,00;100;2016
34468;30;3,00;G;3,00;100;2016
34468;305;1000,00;G;1000,00;84;2016
34468;653;170,00;G;170,00;86;2016
34468;335;70,00;G;70,00;84;2016
34468;29065;200,00;G;200,00;82;2016
34469;5900;16,00;G;16,00;100;2016
34469;30;6,00;G;6,00;100;2016
34469;305;500,00;G;500,00;84;2016
34469;29065;200,00;G;200,00;82;2016
34469;32925;200,00;G;200,00;86;2016
34469;4;20,00;G;20,00;100;2016
34470;1373;400,00;G;400,00;100;2016
34470;7001;170,00;G;170,00;100;2016
34470;858;120,00;G;120,00;84;2016
34470;691;40,00;G;40,00;86;2016
34470;11134;6,50;G;6,50;85;2016
34470;11177;1,00;G;1,00;100;2016
34470;30;1,00;G;1,00;100;2016
34471;11551;400,00;G;400,00;80;2016
34471;30;4,00;G;4,00;100;2016
34471;11177;1,00;G;1,00;100;2016
34471;775;40,00;G;40,00;100;2016
34471;691;40,00;G;40,00;86;2016
34471;11134;30,00;G;30,00;86;2016
34471;858;60,00;G;60,00;85;2016
34471;126;50,00;G;50,00;100;2016
34471;5900;30,00;G;30,00;100;2016
34472;34190;1000,00;G;1000,00;70;2016
34472;922;1500,00;G;1500,00;83;2016
34473;34472;1000,00;G;1000,00;100;2016
34473;398;400,00;G;400,00;85;2016
34473;3;105,00;G;105,00;100;2016
34473;335;100,00;G;100,00;84;2016
34473;541;30,00;G;30,00;100;2016
34473;31;30,00;G;30,00;100;2016
34473;929;30,00;G;30,00;100;2016
34473;11557;20,00;G;20,00;100;2016
34473;393;10,00;G;10,00;84;2016
34473;30;6,00;G;6,00;100;2016
34473;31557;5,00;G;5,00;85;2016
34473;11177;2,00;G;2,00;100;2016
34474;348;15,00;G;15,00;100;2016
34474;335;10,00;G;10,00;100;2016
34474;29799;75,00;G;75,00;100;2016
34474;331;10,00;G;10,00;100;2016
34474;352;30,00;G;30,00;100;2016
34474;562;20,00;G;20,00;100;2016
34474;698;20,00;G;20,00;100;2016
34474;34473;100,00;G;100,00;100;2016
34475;922;250,00;G;250,00;100;2014
34475;11049;125,00;G;125,00;100;2014
34475;33456;75,00;G;75,00;100;2014
34475;11134;13,00;G;13,00;100;2014
34475;346;150,00;G;150,00;100;2014
34475;471;140,00;G;140,00;100;2014
34475;379;60,00;G;60,00;100;2014
34475;11557;100,00;G;100,00;100;2014
34475;11057;120,00;G;120,00;100;2014
34476;826;400,00;G;400,00;90;2016
34476;30;3,00;G;3,00;100;2016
34476;313;400,00;G;400,00;100;2016
34476;398;500,00;G;500,00;85;2016
34476;29010;10,00;G;10,00;100;2016
34476;393;10,00;G;10,00;84;2016
34476;369;2,50;G;2,50;86;2016
34476;11177;1,00;G;1,00;100;2016
34476;541;10,00;G;10,00;100;2016
34477;826;400,00;G;400,00;90;2016
34477;30;6,00;G;6,00;100;2016
34477;398;500,00;G;500,00;85;2016
34477;393;10,00;G;10,00;84;2016
34477;11177;0,50;G;0,50;100;2016
34477;541;15,00;G;15,00;100;2016
34477;356;250,00;G;250,00;84;2016
34477;682;100,00;G;100,00;86;2016
34477;835;100,00;G;100,00;100;2016
34477;75;100,00;G;100,00;100;2016
34478;826;500,00;G;500,00;85;2016
34478;30;5,00;G;5,00;100;2016
34480;30;10,00;G;10,00;100;2016
34480;33587;1200,00;G;1200,00;86;2016
34481;5904;300,00;G;300,00;100;2016
34481;110;300,00;G;300,00;100;2016
34481;922;200,00;G;200,00;90;2016
34481;335;55,00;G;55,00;90;2016
34481;30;1,00;G;1,00;100;2016
34481;33420;200,00;G;200,00;85;2016
34481;1379;280,00;G;280,00;100;2016
34481;8513;120,00;G;120,00;100;2016
34484;871;1500,00;G;1500,00;85;2016
34484;3323;100,00;G;100,00;100;2016
34484;11557;100,00;G;100,00;85;2016
34484;11182;2,00;G;2,00;100;2016
34484;30;1,50;G;1,50;100;2016
34484;11177;0,50;G;0,50;100;2016
34485;392;20,00;G;20,00;100;2014
34485;818;150,00;G;150,00;100;2014
34485;33420;150,00;G;150,00;100;2014
34485;11557;100,00;G;100,00;100;2014
34485;34234;60,00;G;60,00;100;2014
34485;630;120,00;G;120,00;100;2014
34485;11177;1,00;G;1,00;100;2014
34488;922;800,00;G;800,00;85;2014
34488;335;70,00;G;70,00;84;2014
34488;31219;240,00;G;240,00;88;2014
34488;352;360,00;G;360,00;84;2014
34488;33456;100,00;G;100,00;85;2014
34488;38;10,00;G;10,00;83;2014
34488;11197;10,00;G;10,00;83;2014
34488;541;10,00;G;10,00;100;2014
34488;393;7,00;G;7,00;84;2014
34488;30;5,00;G;5,00;100;2014
34488;32704;450,00;G;450,00;80;2014
34489;352;500,00;G;500,00;100;2014
34489;390;300,00;G;300,00;100;2014
34489;386;150,00;G;150,00;100;2014
34489;346;150,00;G;150,00;100;2014
34489;536;100,00;G;100,00;100;2014
34489;393;2,50;G;2,50;100;2014
34489;30;6,00;G;6,00;100;2014
34489;11134;13,00;G;13,00;100;2014
34489;1295;20,00;G;20,00;100;2014
34489;392;15,00;G;15,00;100;2014
34489;929;45,00;G;45,00;100;2014
34489;1;2,00;G;2,00;100;2014
34489;31557;4,00;G;4,00;100;2014
34489;11177;1,00;G;1,00;100;2014
34490;922;600,00;G;600,00;85;2014
34490;335;120,00;G;120,00;88;2014
34490;29008;11,00;G;11,00;100;2014
34490;30;5,00;G;5,00;100;2014
34490;350;1000,00;G;1000,00;84;2014
34490;393;7,00;G;7,00;84;2014
34490;31557;8,00;G;8,00;84;2014
34490;29065;200,00;G;200,00;83;2014
34490;541;10,00;G;10,00;100;2014
34490;11177;1,00;G;1,00;100;2014
34491;858;120,00;G;120,00;80;2014
34491;11049;125,00;G;125,00;100;2014
34491;541;30,00;G;30,00;100;2014
34492;33456;100,00;G;100,00;78;2014
34492;11557;50,00;G;50,00;80;2014
34492;541;20,00;G;20,00;100;2014
34492;393;7,00;G;7,00;81;2014
34492;30;1,00;G;1,00;100;2014
34492;11177;1,00;G;1,00;100;2014
34493;29056;270,00;G;270,00;100;2014
34493;31557;8,00;G;8,00;100;2014
34493;300;180,00;G;180,00;100;2014
34493;34234;70,00;G;70,00;100;2014
34493;34238;30,00;G;30,00;100;2014
34493;7086;400,00;G;400,00;100;2014
34493;541;10,00;G;10,00;100;2014
34493;11557;80,00;G;80,00;100;2014
34493;1;26,00;G;26,00;100;2014
34493;31;30,00;G;30,00;100;2014
34493;75;45,00;G;45,00;100;2014
34493;393;3,50;G;3,50;100;2014
34494;922;450,00;G;450,00;90;2015
34494;153;30,00;G;30,00;100;2015
34494;30;3,00;G;3,00;100;2015
34494;29014;50,00;G;50,00;87;2015
34494;858;60,00;G;60,00;84;2015
34494;11049;125,00;G;125,00;80;2015
34495;922;600,00;G;600,00;85;2016
34495;29014;400,00;G;400,00;87;2016
34495;33501;270,00;G;270,00;100;2016
34495;34244;100,00;G;100,00;88;2016
34495;32731;100,00;G;100,00;100;2016
34495;335;70,00;G;70,00;84;2016
34495;300;60,00;G;60,00;86;2016
34495;11557;30,00;G;30,00;88;2016
34495;34238;20,00;G;20,00;85;2016
34495;33023;15,00;G;15,00;86;2016
34495;33020;15,00;G;15,00;83;2016
34495;541;14,00;G;14,00;100;2016
34495;1;13,00;G;13,00;100;2016
34495;29008;11,00;G;11,00;100;2016
34495;393;7,00;G;7,00;88;2016
34495;31557;5,00;G;5,00;84;2016
34496;922;700,00;G;700,00;70;2016
34496;205;600,00;G;600,00;80;2016
34496;324;270,00;G;270,00;87;2016
34496;647;100,00;G;100,00;86;2016
34496;30;4,50;G;4,50;100;2016
34497;29026;600,00;G;600,00;100;2015
34497;309;400,00;G;400,00;86;2015
34497;11061;180,00;G;180,00;90;2015
34497;699;150,00;G;150,00;90;2015
34497;335;40,00;G;40,00;84;2015
34497;5900;30,00;G;30,00;100;2015
34497;541;28,00;G;28,00;100;2015
34497;11557;10,00;G;10,00;84;2015
34497;393;7,00;G;7,00;84;2015
34497;30;2,00;G;2,00;100;2015
34498;29056;215,00;G;215,00;100;2015
34498;326;250,00;G;250,00;100;2015
34498;346;600,00;G;600,00;100;2015
34498;34238;20,00;G;20,00;100;2015
34498;835;180,00;G;180,00;100;2015
34498;385;5,00;G;5,00;100;2015
34498;33023;8,00;G;8,00;100;2015
34498;393;3,50;G;3,50;100;2015
34498;378;25,00;G;25,00;100;2015
34498;929;30,00;G;30,00;100;2015
34498;541;14,00;G;14,00;100;2015
34498;31;22,50;G;22,50;100;2015
34498;4;31,50;G;31,50;100;2015
34498;11557;7,50;G;7,50;100;2015
34498;33020;15,00;G;15,00;100;2015
34499;352;80,00;G;80,00;100;2016
34499;536;50,00;G;50,00;100;2016
34499;330;100,00;G;100,00;100;2016
34499;11177;1,00;G;1,00;100;2016
34499;11557;45,00;G;45,00;100;2016
34499;34234;70,00;G;70,00;100;2016
34499;33891;200,00;G;200,00;100;2016
34499;31555;60,00;G;60,00;100;2016
34499;28;2,50;G;2,50;100;2016
34499;333;4,00;G;4,00;100;2016
34499;34231;100,00;G;100,00;100;2016
34500;33891;200,00;G;200,00;100;2016
34500;34231;100,00;G;100,00;100;2016
34500;34159;100,00;G;100,00;100;2016
34500;34237;20,00;G;20,00;100;2016
34500;447;500,00;G;500,00;100;2016
34500;11086;60,00;G;60,00;100;2016
34500;929;15,00;G;15,00;100;2016
